,X,file_name,speaker_title,speaker_title_clean,ai_paragraph,Marketing Knowledge,Cusomter Experience,Product,Place,Marketing Operation,Price,Promotion,Other
110897,110897,2022-Mar-03-CBUS.OQ-137684230823-transcript.txt,"Michael Allen Carr,  Calyxt, Inc. - President, CEO & Director    [3]"," President, CEO & Director","Our scientists are experts at engineering plant metabolism and have demonstrated this capability many times over across multiple plant species. This expertise creates a unique perspective on the power plants and how they can be used to shape our future and gives Calyxt expertise advantage over others. We currently apply AI/ML in the early stage of our development process. And over time, we expect to expand these capabilities further into that process by adapting knowledge gain from past activity with predictive analytics to rapidly prototype and provide feedback, accelerate the time to complete the development cycle and help mitigate the risk associated with commercial scale-up.",1,0,1,0,0,0,0,0
86203,86203,2020-Oct-28-CTSH.OQ-141132312045-transcript.txt,"Brian Humphries,  Cognizant Technology Solutions Corporation - CEO & Director    [22]", CEO & Director,"The real trend that I'm 100% focused on, and we will put all our resources and effort behind this, relates to digital. That's a secular trend. It's strong. Our bookings are strong. Our pipeline is strong. We've got an improving brand. We see strength in digital engineering, where we're showing up very well these days. Software as a Service, AI and analytics, interactive. ",0,0,0,1,0,0,0,0
144515,144515,2024-Apr-18-MAN.N-140564990227-transcript.txt,"Jonas Prising,  ManpowerGroup Inc. - Chairman & CEO    [6]", Chairman & CEO,"This follows our successful mature finance shared service center in Mexico City serving Latin America. For 75 years, ManpowerGroup has been committed to doing business the right way for our people, our clients, and the communities in which we operate. We know these high standards are valued by all who work with us. As AI advances, we are guided by our people-first approach. We have established a multi-functional Ethical AI Committee that helps us stay in front of AI-related risks, while enabling us to innovate and pilot new approaches that create value for our people and our clients.",0,0,0,0,0,0,0,1
39579,39579,2017-Jul-18-BAC.N-138882471971-transcript.txt,"Brian Moynihan,  Bank of America Corporation - Chairman, President & CEO    [76]"," Chairman, President & CEO","So that's whether it's US trust or Merrill Lynch, the preferred business in Consumer, the business banking, global commercial bank, [global] corporate investment banking and driving that -- always had great products, we just literally had to add more sales teams. Behind that has also been the deployment in technology to help those sales teams. We are using artificial intelligence to prioritize their work in terms of targeting their efforts.",0,0,0,0,1,0,0,0
123002,123002,2023-Aug-08-VERI.OQ-140498866886-transcript.txt,"Ryan Scott Steelberg,  Veritone, Inc. - Co-Founder, CEO, President & Director    [3]"," Co-Founder, CEO, President & Director","The AI paradigm has shifted and it's important to remember we are still in the early innings. While companies continue to ramp adoption, the underlying AI models themselves will not be differentiated. Rather, differentiation will come from the application of the AI in large language models with unique data on a job-specific basis. For almost a decade, Veritone has demonstrated its ability to weave together data in a vast array of cognitive and generative AI models for industry-leading customers. These capabilities allow Veritone to double down on attractive market verticals and expand our proprietary data moats. I can confidently state that Veritone through aiWARE and our unique data and workflow capabilities is strategically positioned to capitalize on the opportunities that lie ahead. ",1,0,0,0,0,0,0,0
31117,31117,2016-May-10-FUEL.O^I17-137163743395-transcript.txt,"Randy Wootton,  Rocket Fuel Inc. - CEO    [5]", CEO,"Thanks, Rex. Rocket Fuel's mission is to make marketing meaningful, by predicting the potential of every moment. Our technology is built to empower agencies, publishers and their clients, as well as enterprise marketers to deliver powerful experiences with their customers that drive real results. We do this with a programmatic marketing platform that leverages our Moment Scoring technology, artificial intelligence, in an immense big data infrastructure. ",0,0,1,0,0,0,0,0
146136,146136,2024-Aug-01-AIG.N-138942837796-transcript.txt,"Peter Zaffino,  American International Group Inc - Chairman of the Board, Chief Executive Officer    [2]"," Chairman of the Board, Chief Executive Officer","We will then combine this enhanced capability with advanced modeling and amplify compute capabilities, underpinning this work is a robust governance framework designed to keep pace with the rapidly evolving global AI regulatory landscape.",0,0,0,0,0,0,0,1
165174,165174,2024-May-10-DOCN.N-138625085275-transcript.txt,"Paddy Srinivasan,  DigitalOcean Holdings Inc - Chief Executive Officer, Director    [3]"," Chief Executive Officer, Director","Most of the builders and scalers on our platform run revenue generating software products on DigitalOcean and have come to know and love us for our simplicity, our valuable technical content, and our compelling price to value. I've been actively engaging and listening to them, and they have helped validate some of the hypothesis that I have long held about this solution. Number one, that the market opportunity for cloud platforms is large and growing and is only increasing with the advances of AI and machine learning technologies.",0,0,1,0,0,0,0,0
122180,122180,2023-Aug-08-AXON.OQ-137118665913-transcript.txt,"Patrick W. Smith,  Axon Enterprise, Inc. - Founder, CEO & Director    [2]"," Founder, CEO & Director","Our mission-driven philosophy to leverage exponential technologies to solve the problems we care about is the core to our value creation engine. An investment in Axon is investing in the future of AI and it has been for several years. The flywheel for AI technologies, including LLMs, is powered by signals and data. We have invested hundreds of millions of dollars into building out an ecosystem of wearable cameras and sensors and the world's leading cloud platform that securely hosts the enormous data generated by this expansive ecosystem. Everything we have built over the past decade has been in a -- position us to be able to safely and ethically and securely collect, share and analyze that data for our customers, paving the way for public safety adoption of ever more advanced AI tools. These tools will build upon and expand the AI applications that are already a critical component of the Axon ecosystem.",0,0,1,0,0,0,0,0
166182,166182,2024-May-29-AI.N-138711429291-transcript.txt,"Tom Siebel,  C3.ai, Inc. - Chairman and CEO    [3]", Chairman and CEO,"With significant first mover advantage, we serve the market today with 90 Enterprise AI and Generative AI applications that offer outsized economic benefit. Our business is focused on enterprise AI applications. In fiscal year '24, 88% of our bookings were driven by AI application sales and 12% of our bookings were driven by the C3 AI platform. Our pilot counts surged to 123 for the year as we closed 191 agreements now across 19 different industries, underscoring the effectiveness of these products in meetings complex business needs across many business sectors.",0,0,1,0,0,0,0,0
114396,114396,2022-May-23-ZM.OQ-139981831406-transcript.txt,"Eric S. Yuan,  Zoom Video Communications, Inc. - Founder, President, CEO & Chairman    [13]"," Founder, President, CEO & Chairman","Two is you look at the AI. AI is something new. You've got a lot of other contact center solution providers. They do not have AI capabilities before, right? Now this is something new, and we are doubling down on that. That is one -- I would say the key depreciation and how to move faster at a much better AI capabilities. ",0,0,0,0,1,0,0,1
165251,165251,2024-May-10-MOND.OQ-137195531290-transcript.txt,"Prasad Gundumogula,  Mondee Holdings Inc - Chairman of the Board, Chief Executive Officer, Founder    [5]"," Chairman of the Board, Chief Executive Officer, Founder","At the same time, we are using the AI platform with Abhi to the external world and while we are working on this transforming the industry with these disruptive technologies. But we are also working on a project called Infinity internally to focus and deploy AI platforms within our current departments and things such as sales and marketing, contact center and everything to achieve cost savings and revenue uptick. So we expect that to be positively impacting our financials sometime in second quarter -- second half of the year.",0,0,0,0,1,0,0,0
107132,107132,2022-Feb-08-OMC.N-139049219927-transcript.txt,"John D. Wren,  Omnicom Group Inc. - Chairman & CEO    [3]", Chairman & CEO,"Much of the work conducted within Omnicom Precision marketing is supported by foundational AI decisioning layer and technology integrated with Omni, our open operating system that orchestrates better outcomes. Omni is built for collaboration across the entire company, acting as a single source of data and process workflow from insights to execution. It empowers our people and clients to make better and faster decisions, maximizing efficiency and ROI.",0,0,1,0,0,0,0,0
127488,127488,2023-Feb-23-INTU.OQ-136926818811-transcript.txt,"Sasan K. Goodarzi,  Intuit Inc. - CEO, President & Director    [3]"," CEO, President & Director","Having successfully navigated multiple platform shifts over the years, including our largest transformation to artificial intelligence in the era of digitization, we continue to be confident in our ability to fuel growth given our large TAM, low penetration, proven strategy and 5 Big Bets. We are proud to be the global financial technology platform that powers prosperity for the people and communities that we serve.",0,0,1,0,0,0,0,0
108395,108395,2022-Feb-24-LAW.N-137042931819-transcript.txt,"Michael S. Lafair,  CS Disco, Inc. - CFO    [4]", CFO,"We will continue to make strategic product investments in our existing solutions and next-generation AI. We believe we have built the market-leading Ediscovery solution but are still in the early innings of software transforming the practice of law. In 2022, we are also building out our international infrastructure to support our growing base of global clients.",0,0,1,0,0,0,0,0
47885,47885,2018-Aug-02-CDR_pb.N-137358242205-transcript.txt,"Bruce J. Schanzer,  Cedar Realty Trust, Inc. - President, CEO & Director    [3]"," President, CEO & Director","Beyond the burgeoning e-commerce space, with Amazon as the dominant player and many other retail innovators nipping at its heels, we, as a society and business community, are contending with artificial intelligence, driverless cars, evolving consumer preferences in brands, the roles of technology and automation, the Darwinian capital markets and, of course, the mind-boggling evolution of political and social discourse. Within retail real estate, in particular, these secular changes are affecting consumer behavior and competitive dynamics, which in turn is forcing our retailer tenants to modify long-pursued business models, reduce or eliminate space utilization and, in certain instances, simply shut their doors.",0,0,0,0,0,0,0,1
151453,151453,2024-Feb-06-DOX.OQ-141114885476-transcript.txt,"Joshua Sheffer,  Amdocs Limited - President, CEO & Director    [3]"," President, CEO & Director","First, powered by our generative AI framework amAIz, Amdocs' flagship CES24 suite now benefits from generative AI across BSS, OSS and network domains. Customers who adopt our latest products such as our Customer Engagement Platform, Amdocs CPQ Pro, Amdocs Catalog or Amdocs Intelligent Network Suite will therefore benefit from embedded, native generative AI-powered Copilot assistants.",0,1,1,0,0,0,0,0
119391,119391,2023-Apr-27-INTC.OQ-137819126577-transcript.txt,"Patrick P. Gelsinger,  Intel Corporation - CEO & Director    [3]", CEO & Director,"Notably, AI inference performance and confidential computing substantially differentiate our fourth gen Xeon from competitors. Specifically, fourth gen Xeon offers the most comprehensive confidential computing portfolio in the industry, including virtual machine isolation with Intel Trust Domain Extensions, or Intel TDX, and trust attestation services. Just this week, leading cloud service providers signaled readiness for Intel TDX instances, including Alibaba Cloud, with Microsoft announcing their preview on Azure and Google releasing joint research conducted prelaunch to further harden TDX in complex environments. ",0,0,1,0,0,0,0,0
102406,102406,2021-Sep-02-MDB.OQ-139165015831-transcript.txt,"Dev C. Ittycheria,  MongoDB, Inc. - President, CEO & Director    [3]"," President, CEO & Director","MongoDB has powered the company's SaaS platform from its inception, and this quarter, DataRobot migrated from MongoDB Community Edition to Enterprise Advanced for compliance, encryption features and support. Our enhanced relationship will help DataRobot continue to innovate and support its global customer base as users who are using AI to transform their businesses.",0,0,0,1,0,0,0,0
156767,156767,2024-Jul-18-RGP.OQ-139572531136-transcript.txt,"Bhadreskumar Patel,  Resources Connection Inc - Chief Operating Officer    [3]", Chief Operating Officer,"Our consulting service offerings are focused in the areas of finance and accounting, risk assurance, digital data and AI, supply chain, as well as implementation expertise in SaaS platforms such as ServiceNow, Akumina, Uniform, SAP, Oracle, and Workday.",0,0,0,1,0,0,0,0
135028,135028,2023-May-09-CRNC.OQ-138746656440-transcript.txt,"Stefan Ortmanns,  Cerence Inc. - President, CEO & Director    [3]"," President, CEO & Director","In fact, one of our customers compared our EVD solution to 2 others, and our AI-based technology came out on top. The other significant advancement we made in the quarter was with our voice biometrics capability. We have developed an updated version of this technology. Much like fingerprinting is used for identification, our voice biometric product can identify unique human characteristics and person's voice that can be used for digitally identifying a person to provide access to systems, devices or data.  ",0,0,1,0,0,0,0,0
61405,61405,2019-Aug-01-WU.N-138587681507-transcript.txt,"Hikmet Ersek,  The Western Union Company - President, CEO & Director    [16]"," President, CEO & Director","What we have done is that over time, the WU Way activities, we learned a lot, and we're really taking this WU Way activities to the next level. During our first phase of WU Way, we invested back in the compliance, in GDPR, in privacy, in marketing activities, growing the westernunion.com to more countries. Here, what we have done is really taking this WU Way -- our learnings and taking the WU Way to the next level actually. And we trained 6,000 people. They are all Lean manager-trained. We trained -- looking at the process in a different way. And we found -- identified the last -- we've been working a longer time on that and really identified additional opportunities around this business more efficient and so using more technology in a -- technology in a more efficient way, consolidating some of the offices and using more artificial intelligence. We really identified them, and that's a result of -- first results of the global strategy. ",0,0,0,0,1,0,0,0
153289,153289,2024-Feb-20-HCKT.OQ-139265938729-transcript.txt,"Ted A. Fernandez,  The Hackett Group, Inc. - Co-Founder, Chairman & CEO    [5]"," Co-Founder, Chairman & CEO","As we look forward, let me share our thoughts on the near and long-term demand environment and the growth opportunities it offers our organization. Although demand for digital transformation remains strong, it continues to be impacted by extended decision-making as organizations assess competing priorities created by high interest rates and the demand disruption, which it is intended to affect. Digital innovation and enterprise cloud applications, analytics and artificial intelligence as well as workflow automation are dramatically influencing the way businesses compete to deliver their services. ",0,0,1,0,0,0,0,0
110439,110439,2022-Jun-08-YEXT.N-138442304416-transcript.txt,"Marc Ferrentino,  Yext, Inc. - President & COO    [4]", President & COO,"One deal that I'm very excited about for what it says about how far our search offering has come in just a few years, was with a large global appliance company. The team did a thorough assessment of the market, speaking with most of our competitors and looking for a search partner who could handle support search and e-commerce search. They ran a competitive process, and ultimately, we were selected. With the additional features in our Winter and Spring releases, we can now match every player in the market in security while our AI search features continue to differentiate us from the pack. ",0,0,1,0,0,0,0,0
111469,111469,2022-Mar-17-INOD.OQ-138320757547-transcript.txt,"Jack S. Abuhoff,  Innodata Inc. - President, CEO & Director    [3]"," President, CEO & Director","We're also seeing significant expansion in another top 5 tech company that we began providing AI data annotation services to in the second half of last year. Today, we are providing this company data annotation services for content moderation, intelligent document understanding and computer vision. And we believe that this relationship will continue to grow in 2022.",0,0,0,1,0,0,0,0
135118,135118,2023-May-09-HCKT.OQ-140609162015-transcript.txt,"Ted A. Fernandez,  The Hackett Group, Inc. - Co-Founder, Chairman & CEO    [5]"," Co-Founder, Chairman & CEO","However, it continues to be a clear strategic priority for our clients. Digital innovation and enterprise cloud applications, analytics and artificial intelligence, cloud infrastructure and workflow automation are dramatically influencing the way businesses compete and deliver their services. Digital transformation is redefining all activities at an accelerated pace, forcing organizations to fundamentally change and adopt these new capabilities to remain competitive and to realize targeted productivity gains.",0,0,0,1,0,0,0,0
111720,111720,2022-Mar-29-CORZ.OQ-139481467579-transcript.txt,"Michael Jeffrey Levitt,  Core Scientific, Inc. - Co-Founder, Co-Chairman & CEO    [2]"," Co-Founder, Co-Chairman & CEO","We believe that net carbon-neutral operation is important for the communities in which we operate for our industry, and for the greater good. We achieved net carbon neutral status by purchasing renewable energy certificates based on our consumption of energy from carbon-emitting sources. In addition to our self-mining and hosting businesses, we also have a team of over 30 blockchain and financial technology experts who are developing innovative products at the intersection of blockchain, finance and AI. While its financial impact is not yet material, we engage in network services such as staking and keeping to determine what innovative products and services may lead to the expansion of the blockchain ecosystem and to new business opportunities. ",0,0,1,0,0,0,0,0
133310,133310,2023-May-02-SPT.OQ-141129528426-transcript.txt,"Arjun Rohit Bhatia,  William Blair & Company L.L.C., Research Division - Co-Group Head of the Technology, Media, and Communications Sector & Analyst    [14]"," Co-Group Head of the Technology, Media, and Communications Sector & Analyst",Perfect. That's helpful. And then you announced this partnership with OpenAI and you're starting to -- it seems like thinking about integrating some generative AI capabilities into the platform. How do you think the advent of generative AI might actually change the role of social media management or a marketing department? And how do you position Sprout kind of to be aligned with some of those trends longer term?,0,0,1,0,0,0,0,0
121033,121033,2023-Aug-03-DOCN.N-140977603559-transcript.txt,"Yancey L. Spruill,  DigitalOcean Holdings, Inc. - CEO & Director    [3]", CEO & Director,"We have also been focused on leveraging our balance sheet to accelerate our business with the acquisition of Paperspace, which positions us with immediate offerings in the rapidly growing market for artificial intelligence and machine learning application development. In Q2, we delivered a quarter with an attractive combination of growth and profitability.",0,0,0,1,0,0,0,0
130287,130287,2023-Jul-31-DV.N-137672057402-transcript.txt,"Mark S. Zagorski,  DoubleVerify Holdings, Inc. - CEO & Director    [3]", CEO & Director,"The acquisition of Scibids represents the latest and potentially most impactful of these evolutionary investments to unlock even greater value in these proprietary data assets. Scibids is a cutting-edge, Paris-based startup founded by a team of data science PhDs and machine learning engineers who are driven to bring programmatic advertising into the AI age. Scibids builds independent AI that automates and optimizes programmatic buying of digital ad campaigns agnostically across demand-side platforms. Their AI dynamically generates custom bidding algorithms aligned with client KPIs and desired outcomes. ",1,0,0,0,1,0,0,0
25811,25811,2016-Dec-15-ADBE.OQ-137170490649-transcript.txt,"Shantanu Narayen,  Adobe Systems Inc. - President and CEO    [3]", President and CEO,"Adobe's  success has been a result of our ability to predict the future. While others are jumping on the machine learning  and the AI bandwagon,  these capabilities have been the foundation of our innovation for decades. Our engineers and scientists are squarely focused on harnessing the massive volume of content and data assets captured in our cloud solutions to tackle today's complex experience challenges. ",1,0,1,0,0,0,0,0
148811,148811,2024-Aug-08-EPAM.N-138160576046-transcript.txt,"Arkadiy Dobkin,  Epam Systems Inc - Chairman of the Board, President, Chief Executive Officer    [3]"," Chairman of the Board, President, Chief Executive Officer","Finally, all that in turn allows us to enable dimension 3 for AI transformation, extended client network, first of all, because we saw that we are very practical in our approach. Our technology and AI transformation program are much larger and more complex today than where we started just a few quarters ago and encompasses both consulting and engineering services as well as a broader range of partnerships.",0,0,1,0,0,0,0,0
38426,38426,2017-Feb-21-FUEL.O^I17-139158470516-transcript.txt,"Stephen Snyder,  Rocket Fuel Inc. - CFO    [5]", CFO,"It is our AI's augmenting them to be smarter about their insights about how their campaigns work, what is their identity management and how they act in engagement with those consumers broadly. The other thing I make note of broadly is that our North America holding company was up 25% a year over year as well. ",0,1,0,0,1,0,0,0
78120,78120,2020-Feb-25-VICR.OQ-140190829038-transcript.txt,"Patrizio Vinciarelli,  Vicor Corporation - Founder, Chairman, CEO & President    [61]"," Founder, Chairman, CEO & President","I'll make one comment with respect to the strategy. We're the only company that has the breadth of capabilities to address general power system needs with a power component methodology that spans the gamut from 480-volt AC sources all the way to, as Phil was saying earlier, 0.35-volt subthreshold implementations of AI chips. And the RFM is a key element of that strategy. It's, if you will, the jumbo jet that takes the power to an efficient hub, which is 48-volt, all the way to the point-of-load.",0,0,1,0,0,0,0,0
162048,162048,2024-May-02-BILL.N-140079091761-transcript.txt,"Rene A. Lacerte,  BILL Holdings, Inc. - Founder, CEO & Chairperson of the Board    [3]"," Founder, CEO & Chairperson of the Board","Our artificial intelligence engine and large scale help us deliver significant value to our customers. AI is deeply embedded across our platform to connect businesses, automate their operations and accelerate their ability to make payments. Our AI engine has been uniquely trained on our proprietary data assets, including more than 300 million transactions across an array of payment modalities and over 0.5 billion documents.",0,1,1,0,0,0,0,0
47722,47722,2018-Aug-01-MCHX.OQ-137229680248-transcript.txt,"Michael A. Arends,  Marchex, Inc. - CFO & Member of the Office of the CEO    [3]", CFO & Member of the Office of the CEO,"Now our emerging AI innovation and machine learning capabilities position us to become a market leader in this space, one that can solve complex ongoing problems for enterprise brands with understanding consumer conversations. Our platform processes enterprise-scale speech data across millions of calls to give our customers insights into how they operate their business at a granular level. For example, we can pinpoint specifically how they're missing out on transactions and resulting revenue opportunities made over the phone. And we can tell them why and what to do about it.",0,0,1,0,0,0,0,0
135415,135415,2023-May-09-RDVT.OQ-138296731423-transcript.txt,"Derek Dubner,  Red Violet, Inc. - Chairman & CEO    [3]", Chairman & CEO,"We believe our AI ML powered platform, proprietary linking algorithms and unified data assets provide best-in-class solutions and value to the markets we serve. Recall from the fourth quarter of 2021 we provided some detail around the top customer that was acquired by a large information solutions provider. As part of the acquirers cross-cutting initiatives, the acquirer sought to utilize its own data and much less of ours. At that time, this customer contributed approximately $600,000 in revenue per quarter. And upon the acquisition, we lost substantially all of that revenue.",0,0,1,0,0,0,0,0
39590,39590,2017-Jul-18-IBM.N-139914586585-transcript.txt,"Martin J. Schroeter,  International Business Machines Corporation - CFO and SVP    [3]", CFO and SVP,"In this quarter, we added new partners like LivePerson, which provides a conversational platform used for the customer care needs of over 18,000 businesses. Given the growing relevance of AI in digital channels, they announced a new offering called LiveEngage with Watson to transform the customer care space. LiveEngage can offer intelligent, personalized digital support to each customer. This is an appealing market. The value Watson provides depends on the complexity of the conversation. So the number of API calls can vary, but we have the potential to deliver value from every digital conversation. This will scale as more of today's 270 billion customer support phone calls shift to digital interactions.",0,1,0,0,1,0,0,0
84367,84367,2020-Nov-05-MNTV.OQ^F23-140996535891-transcript.txt,"Thomas E. Hale,  SVMK Inc. - President    [4]", President,"With the new look and feel, new Salesforce-focused capabilities and the deep feature set from the GetFeedback and Usabilla acquisitions, the GetFeedback platform includes GetFeedback Direct, GetFeedback Digital, GetFeedback Analytics and GetFeedback Actions, enabling customers to capture feedback across all channels, analyze for trends and most importantly, take action based on customer feedback; a cohesive user experience to manage CX programs across any digital channel; a new analytics experience combining feedback from any channel with AI-powered text analysis and the power to segment by varying customer attributes; and the ability to unify CX data and customer attributes in one place, automate CX programs and integrate with systems of record like Salesforce, Microsoft and Slack. ",0,1,1,0,0,0,0,0
122112,122112,2023-Aug-07-TDC.N-138793964979-transcript.txt,"Stephen McMillan,  Teradata Corporation - President, CEO & Director    [52]"," President, CEO & Director","Thank you, and thanks, everyone, for joining us today. We're really pleased with our continued innovation and progress in Q2. There's a strong customer adoption of our VantageCloud Analytics and data platform, and as customers recognize its differentiated benefits, we're seeing really healthy expansion rates. We've got unmatched years of experience in handling the most complex data challenges and providing trusted data at massive scale and we believe we are uniquely positioned to help companies take advantage of the emerging world of AI. We're really confident in our strategy and in our commitment to meet our year-end guidance as we execute our plan. And we're all looking forward to speaking again with you next quarter. Thank you so much.",0,0,0,0,0,0,0,1
119173,119173,2023-Apr-26-SNBR.OQ-140338824740-transcript.txt,"Shelly R. Ibach,  Sleep Number Corporation - CEO, President & Chair    [3]"," CEO, President & Chair","All our new smart beds will also feature ceramic gel infused foam layers that help balance temperature to stay comfortably cool all night. In addition, the next-gen smart beds benefit from our new health and wellness technology platform, which was introduced in October 2022 with our Climate 360 smart bed. The integration of physical and digital technologies creates our Smart Bed ecosystem by combining AI and machine learning algorithms to support future digital products and services. We are introducing these innovations with a new sleep next-level advertising campaign that showcases one of our smart sleeper couple award-winning actress, Gabrielle Union Wade, and her husband MBA Hall of Famer, Dwyane Wade. With more than 80 million social media followers, they bring authenticity and credibility to the smart bed features and benefits highlighted in this campaign. Our consumer research indicates strong alignment between benefit messaging, relatability, and consumers' heightened interest in their improved well-being. ",0,0,1,0,0,0,0,0
59988,59988,2019-Apr-01-MARK.PK-137417498546-transcript.txt,"Kai-Shing Tao,  Remark Holdings, Inc. - Chairman & CEO    [2]", Chairman & CEO,"Building on our success to date, we are continuing to work closely with our client to further integrate our AI products deeper into their operations and expand into more superstores and convenience stores. ",0,0,1,0,0,0,0,0
165649,165649,2024-May-15-REKR.OQ-138802986672-transcript.txt,"David Desharnais,  Rekor Systems Inc - President and Chief Operating Officer    [3]", President and Chief Operating Officer,Let's take a broader view for a moment. Why is Rekor so committed to deploying its edge AI and IoT devices nationwide and offering a diverse array of solutions to departments of transportation?,0,0,1,0,0,0,0,0
166393,166393,2024-May-30-AMBA.OQ-140101960407-transcript.txt,"Feng-Ming Wang,  Ambarella Inc - Chairman of the Board, President, Chief Executive Officer    [3]"," Chairman of the Board, President, Chief Executive Officer","At the Beijing Auto Show in April, Tier1 Neusoft Reach announced a strategic partnership with Ambarella. The company's plan to expand on their existing relationship to jointly promote and explore AI-base product technology and market development in our areas, including autonomous driving and driver monitoring.",0,0,0,1,0,0,0,0
120269,120269,2023-Aug-02-DT.N-140659983108-transcript.txt,"Rick M. McConnell,  Dynatrace, Inc. - CEO & Director    [29]", CEO & Director,"Yes. I don't want to spend too much time on that other than to say that our view is that our hypermodal AI approach, we do believe to be radically different from other solutions and announcements in the market in the sense that it brings together multiple different AI techniques, and those techniques include what we've been doing for more than a decade with causal and predictive AI linked into what we expect to GA by the end of the year, the end of the calendar year, which is the generative AIPs. Putting those together, we believe, gives us a very, very strong platform for AI being an enormous ongoing differentiator for Dynatrace as it has been really throughout our history.",0,0,1,0,0,0,0,0
90795,90795,2021-Dec-01-SNPS.OQ-140843497786-transcript.txt,"Aart J. de Geus,  Synopsys, Inc. - Co-Founder, Chairman & Co-CEO    [3]"," Co-Founder, Chairman & Co-CEO","Another new era showing great promise is our Silicon Lifecycle Management Platform, which monitors, analyzes and optimizes chips throughout their life span. The adoption of key sensor IP accelerated during this year with 25 new logos, and we recently added AI-powered real-time system optimization for infield applications with the acquisition of ConcertIO. ",0,0,1,0,0,0,0,0
146550,146550,2024-Aug-01-IRM.N-141118463218-transcript.txt,"William Meaney,  Iron Mountain Inc - President, Chief Executive Officer, Director    [3]"," President, Chief Executive Officer, Director","Our unique offering, revolutionizes document processing services for both physical and digital documents. We have achieved this by employing our proprietary leading edge AI powered intelligent document processing, built into our insight platform.",0,0,1,0,0,0,0,0
121801,121801,2023-Aug-04-TTEC.OQ-139434375691-transcript.txt,"Michelle R. Swanback,  TTEC Holdings, Inc. - President & CEO of TTEC Engage    [4]", President & CEO of TTEC Engage,"Now let's review second quarter results and highlights from our Engage business, where we continue to make progress on our top priorities that include accelerating expansion of our global geographic footprint and language capabilities. deepening our specialized end-to-end solutions and resilient vertical and leading responsible adoption of AI with our knowledge workers. This quarter, we closed 6 new logos in our Engage business and 4 of them included offshore services. Increasingly, we're being chosen for our deep vertical expertise and technology-enabled solutions that are industry specific. Let me highlight 3 wins that I'm particularly excited about. In our banking, financial services and insurance vertical, we landed a large property and casualty deal with ample runway for growth. This is the first time that this insurer will be servicing U.S.-based customers with associates outside of the U.S. ",0,0,0,0,1,0,0,0
134408,134408,2023-May-04-TDC.N-141167920198-transcript.txt,"Stephen McMillan,  Teradata Corporation - President, CEO & Director    [3]"," President, CEO & Director","We also announced the integration of VantageCloud with Microsoft Azure and machine learning. We are combining the scalability and openness of Teradata VantageCloud and ClearScape analytics with Azure MLs ability to simplify and accelerate the ML life cycle. Together, we are providing a platform designed to ensure that customers can execute complex analytics and AI/ML on massive data sets and in corporate they preferred data science tools, including Azure ML. This helps customers unlock the potential of their AI/ML investments as they deploy sophisticated models, including generative models and production, faster and with confidence.",0,1,1,1,0,0,0,0
156664,156664,2024-Jul-16-UNH.N-141007864253-transcript.txt,"Andrew Philip Witty,  UnitedHealth Group Incorporated - CEO & Non-Independent Director    [2]", CEO & Non-Independent Director,"We also continue to bring practical innovation to people through new products and services, and by using new and emerging technologies to improve our own operating efficiency. For example, Surest continues to differentiate itself in the marketplace, which is why more and more customers are offering it to their employees and why the offering continues to grow substantially. Additionally, investments in modernization of legacy technology and new emerging technologies are enabling our consumer-centric advancement of healthcare. For example, our growing AI portfolio of made up of hundreds of practical use cases will generate billions of dollars of efficiencies over the next slide several years.",0,0,1,0,0,0,0,0
92786,92786,2021-Feb-25-INTZ.OQ-137676678233-transcript.txt,"Jack B. Blount,  Intrusion Inc. - President, CEO & Director    [4]"," President, CEO & Director","AI can tell you, as we're proving with 5 9s of accuracy, whether that's good or bad data. So you have to think about Shield as the combination of 25 years of R&D, 25 years of product and development, 25 years of expertise around cybercrime, combined into a single product that works as the only -- I'll say again, the only cybersecurity product on the planet that real-time opens every packet of data coming on to your network or going off of your network, inspects it and makes a decision as to whether it passes it or kills it in real time. Not later, not by somebody looking at an alert, not by studying logs later, but real time, it happens. And it's 5 -- got 5 9s of accuracy. And again, as I've told you before, in that rare occasion that we would kill a session that an employee feels is valuable and necessary for them to do their work, they can real-time, override the computer's decision to kill that session and reactivate it and continue working. So an employee is never going to be bothered by our technology.",0,0,1,0,0,0,0,0
155454,155454,2024-Feb-29-OB.OQ-139270656678-transcript.txt,"David Kostman,  Outbrain Inc - Co-CEO & Director    [3]", Co-CEO & Director,"Outbrain is well positioned to capitalize on this opportunity, providing a single access point for advertisers. We have an excellent starting point due to our foundational business asset and core AI prediction technology, which has been developed over the last 17 years. First, we are one of the very few companies on the Open Internet with a critical mass of exclusive code on page inventory across some 8,000 publishers. This yields valuable proprietary data around consumer interest and engagement.",0,0,1,0,0,0,0,0
160662,160662,2024-Mar-14-PD.N-140954669752-transcript.txt,"Jennifer G. Tejada,  PagerDuty, Inc. - Chair of the Board & CEO    [2]", Chair of the Board & CEO,"This customer's use case is an appropriate analog for the long-term tailwind generative AI presents for our business. With the added complexity caused by both the volume of software created and the frequency of code updates that generative AI enables, we see generative AI fostering demand for the Operations Cloud as it improves efficiency for developers, but also proliferates complexity and risk.",0,0,0,1,0,0,0,0
